,v_num,v_name,erup_num,erup_cat,vei,start_y,start_m,start_d,end_y,end_m,end_d,lat,long,start,end,delta
91,357090,Copahue,22232,Confirmed Eruption,1.0,2017,6,4,2018,12,7,-37.856,-71.183,2017-06-04,2018-12-07,551 days 00:00:00.000000000
92,345020,Rincon de la Vieja,22208,Confirmed Eruption,2.0,2017,5,23,2018,3,15,10.83,-85.324,2017-05-23,2018-03-15,296 days 00:00:00.000000000
93,267020,Karangetang,22212,Uncertain Eruption,,2017,5,10,2017,5,10,2.781,125.407,2017-05-10,2017-05-10,0 days 00:00:00.000000000
94,263200,Dieng Volcanic Complex,22227,Confirmed Eruption,1.0,2017,4,30,2017,7,2,-7.2,109.879,2017-04-30,2017-07-02,63 days 00:00:00.000000000
95,284096,Nishinoshima,22207,Confirmed Eruption,2.0,2017,4,18,2017,8,17,27.247,140.874,2017-04-18,2017-08-17,121 days 00:00:00.000000000
96,345040,Poas,22209,Confirmed Eruption,1.0,2017,4,12,2017,11,6,10.2,-84.233,2017-04-12,2017-11-06,208 days 00:00:00.000000000
97,222120,"Lengai, Ol Doinyo",22284,Confirmed Eruption,0.0,2017,4,9,2020,2,3,-2.764,35.914,2017-04-09,2020-02-03,1030 days 00:00:00.000000000
98,360160,Kick 'em Jenny,22260,Confirmed Eruption,0.0,2017,3,29,2017,3,29,12.3,-61.64,2017-03-29,2017-03-29,0 days 00:00:00.000000000
99,282080,Aira,22203,Confirmed Eruption,1.0,2017,3,25,2020,2,19,31.593,130.657,2017-03-25,2020-02-19,1061 days 00:00:00.000000000
100,300010,Kambalny,22198,Confirmed Eruption,3.0,2017,3,24,2017,4,10,51.306,156.875,2017-03-24,2017-04-10,17 days 00:00:00.000000000
101,264100,Ebulobo,22211,Uncertain Eruption,,2017,3,12,2017,3,12,-8.817,121.191,2017-03-12,2017-03-12,0 days 00:00:00.000000000
102,262000,Krakatau,22188,Confirmed Eruption,1.0,2017,2,19,2017,2,19,-6.102,105.423,2017-02-19,2017-02-19,0 days 00:00:00.000000000
103,344020,San Cristobal,22269,Confirmed Eruption,1.0,2017,2,18,2017,4,19,12.702,-87.004,2017-02-18,2017-04-19,60 days 00:00:00.000000000
104,233020,"Fournaise, Piton de la",22184,Confirmed Eruption,0.0,2017,1,31,2017,2,27,-21.244,55.708,2017-01-31,2017-02-27,27 days 00:00:00.000000000
105,243030,Unnamed,22185,Confirmed Eruption,0.0,2017,1,23,2017,1,31,-20.852,-175.55,2017-01-23,2017-01-31,8 days 00:00:00.000000000
106,260010,Barren Island,22187,Confirmed Eruption,2.0,2017,1,15,2017,5,16,12.278,93.858,2017-01-15,2017-05-16,121 days 00:00:00.000000000
107,343100,San Miguel,22192,Confirmed Eruption,1.0,2017,1,7,2017,1,7,13.434,-88.269,2017-01-07,2017-01-07,0 days 00:00:00.000000000
108,311300,Bogoslof,22182,Confirmed Eruption,3.0,2016,12,20,2017,8,30,53.93,-168.03,2016-12-20,2017-08-30,253 days 00:00:00.000000000
109,290260,Chirinkotan,22175,Confirmed Eruption,3.0,2016,11,29,2017,4,7,48.98,153.48,2016-11-29,2017-04-07,129 days 00:00:00.000000000
110,223020,Nyamuragira,22202,Confirmed Eruption,0.0,2016,11,27,2017,5,2,-1.408,29.2,2016-11-27,2017-05-02,156 days 00:00:00.000000000
111,300120,Zhupanovsky,22177,Confirmed Eruption,2.0,2016,11,20,2016,11,20,53.589,159.15,2016-11-20,2016-11-20,0 days 00:00:00.000000000
112,261170,Kerinci,22172,Confirmed Eruption,1.0,2016,11,15,2016,11,21,-1.697,101.264,2016-11-15,2016-11-21,6 days 00:00:00.000000000
113,354006,Sabancaya,22158,Confirmed Eruption,3.0,2016,11,6,2020,2,19,-15.787,-71.857,2016-11-06,2020-02-19,1200 days 00:00:00.000000000
114,290380,Ebeko,22176,Confirmed Eruption,2.0,2016,10,20,2020,2,19,50.686,156.014,2016-10-20,2020-02-19,1217 days 00:00:00.000000000
115,252120,Ulawun,22171,Confirmed Eruption,1.0,2016,10,11,2016,11,18,-5.05,151.33,2016-10-11,2016-11-18,38 days 00:00:00.000000000
116,282110,Asosan,22174,Confirmed Eruption,3.0,2016,10,7,2016,11,12,32.884,131.104,2016-10-07,2016-11-12,36 days 00:00:00.000000000
117,300130,Karymsky,22178,Confirmed Eruption,2.0,2016,10,5,2016,10,8,54.049,159.443,2016-10-05,2016-10-08,3 days 00:00:00.000000000
118,222120,"Lengai, Ol Doinyo",22305,Confirmed Eruption,,2016,9,21,2016,10,13,-2.764,35.914,2016-09-21,2016-10-13,22 days 00:00:00.000000000
119,241040,White Island,22147,Confirmed Eruption,1.0,2016,9,13,2016,9,13,-37.52,177.18,2016-09-13,2016-09-13,0 days 00:00:00.000000000
120,354020,Ubinas,22181,Confirmed Eruption,2.0,2016,9,13,2017,3,2,-16.355,-70.903,2016-09-13,2017-03-02,170 days 00:00:00.000000000
121,233020,"Fournaise, Piton de la",22145,Confirmed Eruption,0.0,2016,9,11,2016,9,18,-21.244,55.708,2016-09-11,2016-09-18,7 days 00:00:00.000000000
122,268060,Gamalama,22150,Confirmed Eruption,1.0,2016,8,3,2016,8,4,0.8,127.33,2016-08-03,2016-08-04,1 days 00:00:00.000000000
123,264030,Rinjani,22149,Confirmed Eruption,2.0,2016,8,1,2016,9,27,-8.42,116.47,2016-08-01,2016-09-27,57 days 00:00:00.000000000
124,290360,Chikurachki,22153,Confirmed Eruption,2.0,2016,7,27,2016,8,18,50.324,155.461,2016-07-27,2016-08-18,22 days 00:00:00.000000000
125,343100,San Miguel,22154,Confirmed Eruption,1.0,2016,6,18,2016,6,18,13.434,-88.269,2016-06-18,2016-06-18,0 days 00:00:00.000000000
126,273010,Bulusan,22151,Confirmed Eruption,2.0,2016,6,10,2017,3,2,12.769,124.056,2016-06-10,2017-03-02,265 days 00:00:00.000000000
127,345040,Poas,22156,Confirmed Eruption,1.0,2016,6,5,2016,8,16,10.2,-84.233,2016-06-05,2016-08-16,72 days 00:00:00.000000000
128,233020,"Fournaise, Piton de la",22144,Confirmed Eruption,0.0,2016,5,26,2016,5,27,-21.244,55.708,2016-05-26,2016-05-27,1 days 00:00:00.000000000
129,241040,White Island,22121,Confirmed Eruption,1.0,2016,4,27,2016,4,27,-37.52,177.18,2016-04-27,2016-04-27,0 days 00:00:00.000000000
130,390080,Bristol Island,22133,Confirmed Eruption,1.0,2016,4,24,2016,7,19,-59.017,-26.533,2016-04-24,2016-07-19,86 days 00:00:00.000000000
131,344020,San Cristobal,22130,Confirmed Eruption,2.0,2016,4,22,2016,4,22,12.702,-87.004,2016-04-22,2016-04-22,0 days 00:00:00.000000000
132,311240,Cleveland,22128,Confirmed Eruption,2.0,2016,4,16,2019,1,16,52.825,-169.944,2016-04-16,2019-01-16,1005 days 00:00:00.000000000
133,252010,Langila,22123,Confirmed Eruption,2.0,2016,4,2,2018,10,30,-5.525,148.42,2016-04-02,2018-10-30,941 days 00:00:00.000000000
134,261170,Kerinci,22125,Confirmed Eruption,2.0,2016,3,31,2016,6,9,-1.697,101.264,2016-03-31,2016-06-09,70 days 00:00:00.000000000
135,390130,Zavodovski,22159,Confirmed Eruption,1.0,2016,3,30,2016,5,16,-56.3,-27.57,2016-03-30,2016-05-16,47 days 00:00:00.000000000
136,290360,Chikurachki,22127,Confirmed Eruption,2.0,2016,3,29,2016,3,31,50.324,155.461,2016-03-29,2016-03-31,2 days 00:00:00.000000000
137,312030,Pavlof,22129,Confirmed Eruption,2.0,2016,3,27,2016,7,30,55.417,-161.894,2016-03-27,2016-07-30,125 days 00:00:00.000000000
138,352090,Sangay,22237,Confirmed Eruption,2.0,2016,3,25,2016,11,17,-2.005,-78.341,2016-03-25,2016-11-17,237 days 00:00:00.000000000
139,273010,Bulusan,22114,Confirmed Eruption,2.0,2016,2,22,2016,2,22,12.769,124.056,2016-02-22,2016-02-22,0 days 00:00:00.000000000
140,343100,San Miguel,22117,Confirmed Eruption,1.0,2016,1,12,2016,1,18,13.434,-88.269,2016-01-12,2016-01-18,6 days 00:00:00.000000000
141,357070,"Chillan, Nevados de",22119,Confirmed Eruption,2.0,2016,1,8,2020,2,19,-36.868,-71.378,2016-01-08,2020-02-19,1503 days 00:00:00.000000000
142,266030,Soputan,22105,Confirmed Eruption,3.0,2016,1,2,2016,2,7,1.112,124.737,2016-01-02,2016-02-07,36 days 00:00:00.000000000
143,344090,Momotombo,22107,Confirmed Eruption,2.0,2015,12,1,2016,4,7,12.423,-86.539,2015-12-01,2016-04-07,128 days 00:00:00.000000000
144,272020,Kanlaon,22106,Confirmed Eruption,2.0,2015,11,24,2016,6,18,10.412,123.132,2015-11-24,2016-06-18,207 days 00:00:00.000000000
145,261140,Marapi,22111,Confirmed Eruption,1.0,2015,11,14,2015,11,14,-0.38,100.474,2015-11-14,2015-11-14,0 days 00:00:00.000000000
146,263310,Tengger Caldera,22103,Confirmed Eruption,2.0,2015,11,12,2016,11,12,-7.942,112.95,2015-11-12,2016-11-12,366 days 00:00:00.000000000
147,355100,Lascar,22110,Confirmed Eruption,2.0,2015,10,30,2017,4,2,-23.37,-67.73,2015-10-30,2017-04-02,520 days 00:00:00.000000000
148,264030,Rinjani,22104,Confirmed Eruption,2.0,2015,10,25,2015,12,24,-8.42,116.47,2015-10-25,2015-12-24,60 days 00:00:00.000000000
149,344100,Masaya,22108,Confirmed Eruption,1.0,2015,10,3,2020,2,13,11.985,-86.165,2015-10-03,2020-02-13,1594 days 00:00:00.000000000
150,290390,Alaid,21096,Confirmed Eruption,1.0,2015,9,29,2016,8,11,50.861,155.565,2015-09-29,2016-08-11,317 days 00:00:00.000000000
151,344040,Telica,21097,Confirmed Eruption,2.0,2015,9,23,2016,5,11,12.606,-86.84,2015-09-23,2016-05-11,231 days 00:00:00.000000000
152,357090,Copahue,21098,Confirmed Eruption,2.0,2015,9,18,2016,12,30,-37.856,-71.183,2015-09-18,2016-12-30,469 days 00:00:00.000000000
153,266100,Lokon-Empung,21093,Confirmed Eruption,1.0,2015,8,30,2015,9,28,1.358,124.792,2015-08-30,2015-09-28,29 days 00:00:00.000000000
154,300260,Klyuchevskoy,21095,Confirmed Eruption,3.0,2015,8,28,2018,6,15,56.056,160.642,2015-08-28,2018-06-15,1022 days 00:00:00.000000000
155,352050,Cotopaxi,21088,Confirmed Eruption,2.0,2015,8,14,2016,1,24,-0.677,-78.436,2015-08-14,2016-01-24,163 days 00:00:00.000000000
156,343100,San Miguel,22233,Confirmed Eruption,1.0,2015,8,13,2015,8,13,13.434,-88.269,2015-08-13,2015-08-13,0 days 00:00:00.000000000
157,360160,Kick 'em Jenny,21090,Confirmed Eruption,0.0,2015,7,23,2015,7,24,12.3,-61.64,2015-07-23,2015-07-24,1 days 00:00:00.000000000
158,268060,Gamalama,21087,Confirmed Eruption,2.0,2015,7,16,2015,9,8,0.8,127.33,2015-07-16,2015-09-08,54 days 00:00:00.000000000
159,264270,Sirung,21086,Confirmed Eruption,1.0,2015,7,7,2015,7,8,-8.508,124.13,2015-07-07,2015-07-08,1 days 00:00:00.000000000
160,283020,Hakoneyama,21080,Confirmed Eruption,1.0,2015,6,29,2015,7,1,35.233,139.021,2015-06-29,2015-07-01,2 days 00:00:00.000000000
161,354006,Sabancaya,21089,Confirmed Eruption,1.0,2015,6,28,2015,7,9,-15.787,-71.857,2015-06-28,2015-07-09,11 days 00:00:00.000000000
162,263170,Cereme,21079,Uncertain Eruption,,2015,6,24,2015,6,24,-6.895,108.408,2015-06-24,2015-06-24,0 days 00:00:00.000000000
163,222120,"Lengai, Ol Doinyo",22304,Confirmed Eruption,0.0,2015,6,20,2015,8,24,-2.764,35.914,2015-06-20,2015-08-24,65 days 00:00:00.000000000
164,283110,Asamayama,21081,Confirmed Eruption,1.0,2015,6,16,2015,6,16,36.406,138.523,2015-06-16,2015-06-16,0 days 00:00:00.000000000
165,345020,Rincon de la Vieja,22132,Confirmed Eruption,1.0,2015,6,16,2016,5,1,10.83,-85.324,2015-06-16,2016-05-01,320 days 00:00:00.000000000
166,342110,Pacaya,22157,Confirmed Eruption,1.0,2015,6,7,2020,2,19,14.382,-90.601,2015-06-07,2020-02-19,1718 days 00:00:00.000000000
167,282050,Kuchinoerabujima,21073,Confirmed Eruption,3.0,2015,5,29,2015,6,19,30.443,130.217,2015-05-29,2015-06-19,21 days 00:00:00.000000000
168,353020,Wolf,21075,Confirmed Eruption,4.0,2015,5,25,2015,6,2,0.02,-91.35,2015-05-25,2015-06-02,8 days 00:00:00.000000000
169,266100,Lokon-Empung,21071,Confirmed Eruption,1.0,2015,5,20,2015,5,27,1.358,124.792,2015-05-20,2015-05-27,7 days 00:00:00.000000000
170,344040,Telica,21074,Confirmed Eruption,2.0,2015,5,7,2015,5,28,12.606,-86.84,2015-05-07,2015-05-28,21 days 00:00:00.000000000
171,273010,Bulusan,21072,Confirmed Eruption,2.0,2015,5,1,2015,7,17,12.769,124.056,2015-05-01,2015-07-17,77 days 00:00:00.000000000
172,331021,Axial Seamount,21092,Confirmed Eruption,0.0,2015,4,23,2015,5,24,45.95,-130.0,2015-04-23,2015-05-24,31 days 00:00:00.000000000
173,358020,Calbuco,21076,Confirmed Eruption,4.0,2015,4,22,2015,5,26,-41.33,-72.618,2015-04-22,2015-05-26,34 days 00:00:00.000000000
174,345070,Turrialba,20998,Confirmed Eruption,2.0,2015,3,8,2019,10,28,10.025,-83.767,2015-03-08,2019-10-28,1695 days 00:00:00.000000000
175,344020,San Cristobal,22268,Confirmed Eruption,2.0,2015,3,5,2015,6,12,12.702,-87.004,2015-03-05,2015-06-12,99 days 00:00:00.000000000
176,290360,Chikurachki,20990,Confirmed Eruption,3.0,2015,2,16,2015,2,18,50.324,155.461,2015-02-16,2015-02-18,2 days 00:00:00.000000000
177,233020,"Fournaise, Piton de la",20982,Confirmed Eruption,0.0,2015,2,4,2015,10,31,-21.244,55.708,2015-02-04,2015-10-31,269 days 00:00:00.000000000
178,263340,Raung,21070,Confirmed Eruption,3.0,2015,2,1,2015,8,22,-8.119,114.056,2015-02-01,2015-08-22,202 days 00:00:00.000000000
179,343100,San Miguel,20994,Confirmed Eruption,1.0,2015,1,26,2015,4,11,13.434,-88.269,2015-01-26,2015-04-11,75 days 00:00:00.000000000
180,352090,Sangay,22236,Confirmed Eruption,2.0,2015,1,19,2015,4,7,-2.005,-78.341,2015-01-19,2015-04-07,78 days 00:00:00.000000000
181,266030,Soputan,20988,Confirmed Eruption,3.0,2015,1,6,2015,3,7,1.112,124.737,2015-01-06,2015-03-07,60 days 00:00:00.000000000
182,300260,Klyuchevskoy,20992,Confirmed Eruption,2.0,2015,1,1,2015,5,10,56.056,160.642,2015-01-01,2015-05-10,129 days 00:00:00.000000000
